150万,单价15354元/平米,南向三房出售 户型方正 采光好,番禺人民医院宿舍 , | 3室1厅 | 97.7平米 | 南 | 简装 | 无电梯,高楼层(共9层)1995年建塔楼  -  ,1695人关注 / 共7次带看 / 3个月以前发布,
175万,单价20601元/平米,金沙丽水 方正两房出售 带装修,金沙丽水 , | 2室1厅 | 84.95平米 | 西北 | 精装,中楼层(共4层)1990年建板楼  -  ,12人关注 / 共2次带看 / 2个月以前发布,
238万,单价25733元/平米,锦绣生态园倚翠苑 3室2厅 238万,锦绣生态园倚翠苑 , | 3室2厅 | 92.49平米 | 北 | 精装 | 无电梯,高楼层(共6层)2004年建塔楼  -  ,4人关注 / 共1次带看 / 2个月以前发布,
270万,单价26471元/平米,祈福新村湖景居 3室2厅 270万,祈福新村湖景居 , | 3室2厅 | 102平米 | 北 | 其他 | 无电梯,中楼层(共4层)1995年建板楼  -  ,5人关注 / 共0次带看 / 2个月以前发布,
195万,单价24841元/平米,美心东苑 过五年 南北通透刚需三房,美心东苑 , | 3室2厅 | 78.5平米 | 南 北 | 精装 | 无电梯,高楼层(共7层)2004年建塔楼  -  ,17人关注 / 共1次带看 / 2个月以前发布,
188万,单价24901元/平米,鸿基花园 2室2厅 188万,鸿基花园 , | 2室2厅 | 75.5平米 | 南 | 其他 | 有电梯,高楼层(共12层)塔楼  -  ,1人关注 / 共2次带看 / 2个月以前发布,
242.4万,单价21858元/平米,番禺华景新城 2017年底精装修三房南向望园景 证过五年,番禺华景新城 , | 3室2厅 | 110.9平米 | 南 | 精装 | 无电梯,高楼层(共8层)1999年建塔楼  -  ,14人关注 / 共2次带看 / 2个月以前发布,
415万,单价42412元/平米,精装修 西南望花园 中间楼层 交通便利,广州雅居乐花园剑桥郡 , | 3室2厅 | 97.85平米 | 西南 | 精装 | 有电梯,中楼层(共32层)2010年建塔楼  -  ,10人关注 / 共0次带看 / 2个月以前发布,
300万,单价27778元/平米,康乐园 3室2厅 300万,康乐园 , | 3室2厅 | 108平米 | 东南 | 简装 | 无电梯,低楼层(共7层)塔楼  -  ,4人关注 / 共2次带看 / 2个月以前发布,
350万,单价39598元/平米,广州雅居乐花园十年小雅 3室2厅 350万,广州雅居乐花园十年小雅 , | 3室2厅 | 88.39平米 | 东北 | 精装 | 有电梯,中楼层(共33层)2010年建塔楼  -  ,10人关注 / 共6次带看 / 2个月以前发布,
193万,单价24897元/平米,国庆节方便看房 标准方正两房   业主自住保养好,尚上名筑一区 , | 2室2厅 | 77.52平米 | 北 | 其他,低楼层(共29层)2017年建塔楼  -  ,27人关注 / 共0次带看 / 2个月以前发布,
130万,单价20734元/平米,顺德碧桂园风信路 2室2厅 130万,顺德碧桂园风信路 , | 2室2厅 | 62.7平米 | 南 | 其他,高楼层(共6层)塔楼  -  ,27人关注 / 共2次带看 / 2个月以前发布,
215万,单价23653元/平米,绿庭雅苑，南向三房，楼层采光好,绿庭雅苑 , | 3室2厅 | 90.9平米 | 南 | 简装 | 无电梯,中楼层(共7层)2005年建塔楼  -  ,1人关注 / 共5次带看 / 2个月以前发布,
275万,单价36042元/平米,广州奥林匹克花园 3室1厅 275万,广州奥林匹克花园 , | 3室1厅 | 76.3平米 | 南 | 精装 | 无电梯,低楼层(共6层)2002年建板楼  -  ,18人关注 / 共2次带看 / 2个月以前发布,
480万,单价37268元/平米,星河湾1期3房 简欧风 舒适宜人,广州星河湾畅心园 , | 3室2厅 | 128.8平米 | 东北 | 精装 | 有电梯,低楼层(共9层)2001年建塔楼  -  ,15人关注 / 共1次带看 / 2个月以前发布,
200万,单价25707元/平米,金城花园 精装修大两房 格局方正,金城花园 , | 2室2厅 | 77.8平米 | 北 | 精装 | 无电梯,中楼层(共8层)2000年建塔楼  -  ,5人关注 / 共0次带看 / 2个月以前发布,
90万,单价21740元/平米,钟村商贸城 1室1厅 90万,钟村商贸城 , | 1室1厅 | 41.4平米 | 南 | 其他 | 无电梯,高楼层(共9层)1990年建塔楼  -  ,19人关注 / 共0次带看 / 2个月以前发布,
370万,单价35923元/平米,南国奥园南向 三房 望园景 双阳台,南国奥林匹克花园 , | 3室2厅 | 103平米 | 南 | 精装 | 无电梯,中楼层(共6层)2006年建板楼  -  ,1人关注 / 共1次带看 / 2个月以前发布,
235万,单价29013元/平米,海天花园 3室1厅 235万,海天花园 , | 3室1厅 | 81平米 | 南 | 精装 | 无电梯,中楼层(共4层)1998年建板楼  -  ,5人关注 / 共1次带看 / 2个月以前发布,
245万,单价24503元/平米,锦绣生态园菁华轩 3室2厅 245万,锦绣生态园菁华轩 , | 3室2厅 | 99.99平米 | 东南 西北 | 其他 | 无电梯,高楼层(共6层)2003年建塔楼  -  ,4人关注 / 共0次带看 / 2个月以前发布,
300万,单价32007元/平米,祈福新村康怡居南向3套房新装修拎包入住,祈福新村康怡居 , | 3室2厅 | 93.73平米 | 南 | 精装 | 无电梯,高楼层(共6层)2002年建板楼  -  ,6人关注 / 共2次带看 / 2个月以前发布,
270万,单价24771元/平米,金沙湾花园 楼梯低层望小区 看房提前约,金沙湾花园 , | 3室2厅 | 109平米 | 北 | 简装 | 无电梯,低楼层(共6层)2007年建塔楼  -  ,0人关注 / 共1次带看 / 2个月以前发布,
210万,单价34942元/平米,上漖海滨花园 高层电梯两房 视野好,海滨花园 , | 2室2厅 | 60.1平米 | 东北 | 精装 | 有电梯,高楼层(共12层)1998年建塔楼  -  ,29人关注 / 共1次带看 / 2个月以前发布,
154万,单价17364元/平米,市桥长堤路南向三房，生活便利配套完善。,长堤西路 , | 3室2厅 | 88.69平米 | 南 | 简装,高楼层(共7层)塔楼  -  ,19人关注 / 共3次带看 / 2个月以前发布,
285万,单价36232元/平米,户型方正，保养好，可拎包入住.,广州雅居乐花园雕刻时光 , | 2室2厅 | 78.66平米 | 东北 | 精装 | 有电梯,低楼层(共9层)2010年建塔楼  -  ,20人关注 / 共2次带看 / 2个月以前发布,
339万,单价40468元/平米,广州雅居乐花园 精装南向小三房 保养好,广州雅居乐花园新地沁园 , | 3室2厅 | 83.77平米 | 南 | 精装 | 有电梯,低楼层(共11层)2010年建塔楼  -  ,13人关注 / 共3次带看 / 2个月以前发布,
275万,单价30108元/平米,东秀园 精装三房 近地铁出行方便,东秀园 , | 3室1厅 | 91.34平米 | 南 北 | 简装 | 无电梯,低楼层(共8层)塔楼  -  ,21人关注 / 共1次带看 / 2个月以前发布,
250万,单价21608元/平米,北丽园   中楼层    精装修,北丽园 , | 3室2厅 | 115.7平米 | 东 | 其他 | 无电梯,中楼层(共9层)1995年建塔楼  -  ,6人关注 / 共2次带看 / 2个月以前发布,
163万,单价23286元/平米,华侨城 低楼层实用两房 可改3房,华侨城(番禺) , | 2室2厅 | 70平米 | 东南 南 | 其他 | 无电梯,中楼层(共8层)1994年建塔楼  -  ,14人关注 / 共0次带看 / 2个月以前发布,
280万,单价26003元/平米,电梯大三房，带精装，拎包入住。,金沙湾花园 , | 3室2厅 | 107.68平米 | 南 | 精装 | 有电梯,低楼层(共11层)2007年建塔楼  -  ,3人关注 / 共1次带看 / 2个月以前发布,
160万,单价19278元/平米,捷进中路 3室1厅 160万,捷进中路 , | 3室1厅 | 83平米 | 东南 | 简装 | 无电梯,高楼层(共7层)塔楼  -  ,4人关注 / 共1次带看 / 2个月以前发布,
160万,单价23530元/平米,城市花园  安静舒适两房  望到正中间,石基城市花园 , | 2室2厅 | 68平米 | 西 | 简装 | 无电梯,中楼层(共5层)2001年建板楼  -  ,18人关注 / 共0次带看 / 2个月以前发布,
210万,单价23543元/平米,装修新 中间楼层 户型方正 南向 小区管理 3房 过五,珠殿苑北区 , | 3室1厅 | 89.2平米 | 南 | 精装 | 无电梯,中楼层(共7层)1996年建塔楼  -  ,10人关注 / 共1次带看 / 2个月以前发布,
238万,单价26593元/平米,丽江花园丽波楼 3室2厅 238万,丽江花园丽波楼 , | 3室2厅 | 89.5平米 | 西北 | 精装 | 有电梯,低楼层(共9层)1993年建塔楼  -  ,15人关注 / 共1次带看 / 2个月以前发布,
159万,单价22715元/平米,康泰苑 2室1厅 159万,康泰苑 , | 2室1厅 | 70平米 | 南 | 精装 | 无电梯,中楼层(共8层)1990年建塔楼  -  ,4人关注 / 共3次带看 / 2个月以前发布,
239万,单价26256元/平米,尚上名筑南向靓装修三房，保养好,尚上名筑一区 , | 3室2厅 | 91.03平米 | 南 | 精装,低楼层(共23层)2017年建塔楼  -  ,16人关注 / 共2次带看 / 2个月以前发布,
280万,单价22528元/平米,大石福泰园正规4房2厅2卫，户型方正，南北通透,富丽家园福泰园 , | 4室2厅 | 124.29平米 | 南 北 | 精装 | 无电梯,低楼层(共8层)1995年建塔楼  -  ,2人关注 / 共2次带看 / 2个月以前发布,
155万,单价13990元/平米,交通综合大楼 3室2厅 155万,交通综合大楼 , | 3室2厅 | 110.8平米 | 南 | 简装 | 无电梯,高楼层(共9层)1997年建塔楼  -  ,19人关注 / 共1次带看 / 2个月以前发布,
253万,单价33960元/平米,东湖洲花园  精装南向两房 小区环境优美,东湖洲花园1区 , | 2室2厅 | 74.5平米 | 南 | 简装 | 有电梯,低楼层(共24层)2009年建塔楼  -  ,3人关注 / 共1次带看 / 2个月以前发布,
310万,单价36471元/平米,南奥对流两房  望泳池 视野开阔  景观好,南国奥林匹克花园 , | 2室2厅 | 85平米 | 东北 | 简装 | 无电梯,中楼层(共5层)2006年建板楼  -  ,0人关注 / 共1次带看 / 2个月以前发布,
290万,单价33608元/平米,富宾星悦国际 电梯两房 带入户花园,富宾星悦国际 , | 2室1厅 | 86.29平米 | 南 北 | 精装 | 有电梯,低楼层(共9层)塔楼  -  ,6人关注 / 共1次带看 / 2个月以前发布,
298万,单价32838元/平米,自在城市花园 满五年 朝向好  楼层高,自在城市花园 , | 3室2厅 | 90.75平米 | 南 西 | 其他 | 有电梯,高楼层(共18层)2012年建塔楼  -  ,12人关注 / 共1次带看 / 2个月以前发布,
230万,单价33824元/平米,广州碧桂园华苑 2室1厅 230万,广州碧桂园华苑 , | 2室1厅 | 68平米 | 东北 | 其他 | 无电梯,中楼层(共7层)1998年建塔楼  -  ,7人关注 / 共1次带看 / 2个月以前发布,
550万,单价40176元/平米,珑翠 3室2厅 550万,珑翠 , | 3室2厅 | 136.9平米 | 南 | 精装,高楼层(共11层)2013年建塔楼  -  ,0人关注 / 共1次带看 / 2个月以前发布,
515万,单价40106元/平米,广州星河湾怡心园 3室2厅 515万,广州星河湾怡心园 , | 3室2厅 | 128.41平米 | 东北 | 其他 | 有电梯,高楼层(共9层)2001年建塔楼  -  ,0人关注 / 共2次带看 / 2个月以前发布,
280万,单价24828元/平米,绿庭雅苑 中层精装三房 业主诚出。,绿庭雅苑 , | 3室1厅 | 112.78平米 | 南 | 精装 | 无电梯,中楼层(共6层)2005年建塔楼  -  ,3人关注 / 共0次带看 / 2个月以前发布,
312万,单价39791元/平米,東海花園 2室2厅 312万,東海花園 , | 2室2厅 | 78.41平米 | 东南 南 | 其他 | 有电梯,中楼层(共24层)2003年建塔楼  -  ,9人关注 / 共1次带看 / 2个月以前发布,
335万,单价35856元/平米,自在城市花园诺德名都，实用高，精装修保养好,自在城市花园三期诺德名都 , | 3室2厅 | 93.43平米 | 北 | 精装 | 有电梯,中楼层(共30层)2013年建塔楼  -  ,11人关注 / 共1次带看 / 2个月以前发布,
228万,单价24102元/平米,丽江花园丽荃楼 3室1厅 228万,丽江花园丽荃楼 , | 3室1厅 | 94.6平米 | 西北 | 其他 | 有电梯,高楼层(共9层)1995年建塔楼  -  ,9人关注 / 共1次带看 / 1个月以前发布,
180万,单价22336元/平米,丽景华苑 格局方正，北向，实用面积大,丽景华苑二期 , | 2室2厅 | 80.59平米 | 北 | 精装 | 无电梯,中楼层(共6层)2004年建塔楼  -  ,9人关注 / 共2次带看 / 1个月以前发布,
190万,单价23171元/平米,金沙湾花园 2室2厅 190万,金沙湾花园 , | 2室2厅 | 82平米 | 南 | 其他 | 无电梯,中楼层(共6层)2007年建塔楼  -  ,15人关注 / 共4次带看 / 1个月以前发布,
178万,单价24055元/平米,电梯两房。实用户型。证过五年。,石基城市花园 , | 2室2厅 | 74平米 | 东南 | 简装 | 有电梯,高楼层(共12层)1993年建塔楼  -  ,9人关注 / 共1次带看 / 1个月以前发布,
190万,单价23313元/平米,吉祥北园 2室2厅 190万,吉祥北园 , | 2室2厅 | 81.5平米 | 南 | 其他 | 无电梯,高楼层(共7层)1993年建塔楼  -  ,1人关注 / 共1次带看 / 1个月以前发布,
250万,单价26380元/平米,雅居乐锦官城  过两年 电梯两房出售,雅居乐锦官城星汇 , | 2室1厅 | 94.77平米 | 东 | 简装 | 有电梯,高楼层(共18层)2011年建塔楼  -  ,7人关注 / 共0次带看 / 1个月以前发布,
220万,单价27061元/平米,鸿城花园 2室2厅 220万,鸿城花园 , | 2室2厅 | 81.3平米 | 西北 | 其他 | 有电梯,中楼层(共28层)2000年建塔楼  -  ,15人关注 / 共2次带看 / 1个月以前发布,
180万,单价24227元/平米,桥福园 2室2厅 180万,桥福园 , | 2室2厅 | 74.3平米 | 南 | 其他 | 无电梯,中楼层(共8层)2000年建塔楼  -  ,23人关注 / 共3次带看 / 1个月以前发布,
222.5万,单价28927元/平米,方正两房 中间楼层 采光好 保养好,亚运城媒体南村 , | 2室2厅 | 76.92平米 | 北 | 其他,低楼层(共18层)塔楼  -  ,9人关注 / 共2次带看 / 1个月以前发布,
315万,单价30000元/平米,祈福新村迎风阁 3室1厅 315万,祈福新村迎风阁 , | 3室1厅 | 105平米 | 东北 | 其他 | 有电梯,高楼层(共35层)2005年建塔楼  -  ,3人关注 / 共3次带看 / 1个月以前发布,
205万,单价29497元/平米,丽江花园德荫楼 2室2厅 205万,丽江花园德荫楼 , | 2室2厅 | 69.5平米 | 西北 | 其他 | 有电梯,低楼层(共16层)1997年建塔楼  -  ,7人关注 / 共1次带看 / 1个月以前发布,
225万,单价30776元/平米,少有放盘 南向三房 过五唯一 上班可步行到总站500米,祈福新村翠怡居 , | 3室2厅 | 73.11平米 | 南 | 精装 | 无电梯,中楼层(共5层)1995年建板楼  -  ,3人关注 / 共4次带看 / 1个月以前发布,
162万,单价23616元/平米,步梯中楼层 户型方正 采光通风好,华侨城(番禺) , | 2室1厅 | 68.6平米 | 西 | 简装 | 无电梯,中楼层(共8层)1994年建塔楼  -  ,8人关注 / 共2次带看 / 1个月以前发布,
430万,单价45264元/平米,万科 欧泊 标准三房，西南向望花园，,万科欧泊 , | 3室2厅 | 95平米 | 西南 | 简装 | 有电梯,中楼层(共35层)2012年建塔楼  -  ,15人关注 / 共0次带看 / 1个月以前发布,
320万,单价33151元/平米,雅居乐城南源著  中高层带装修三房出售,雅居乐城南源著 , | 3室1厅 | 96.53平米 | 北 | 其他 | 有电梯,高楼层(共11层)2013年建塔楼  -  ,2人关注 / 共1次带看 / 1个月以前发布,
132万,单价21927元/平米,德兴南路东堤大街 2室1厅 132万,德兴南路东堤大街 , | 2室1厅 | 60.2平米 | 南 | 其他,中楼层(共8层)塔楼  -  ,8人关注 / 共1次带看 / 1个月以前发布,
142万,单价17381元/平米,过五唯一。框架结构，简装三房，小区管理，,江丽苑(番禺区) , | 3室2厅 | 81.7平米 | 南 | 其他 | 无电梯,高楼层(共8层)1996年建塔楼  -  ,41人关注 / 共0次带看 / 1个月以前发布,
265万,单价39922元/平米,南国奥林匹克花园 2室2厅 265万,南国奥林匹克花园 , | 2室2厅 | 66.38平米 | 东 西 | 其他 | 无电梯,中楼层(共5层)2006年建板楼  -  ,10人关注 / 共2次带看 / 1个月以前发布,
270万,单价27163元/平米,康裕园 3室2厅 270万,康裕园 , | 3室2厅 | 99.4平米 | 南 北 | 简装 | 无电梯,高楼层(共7层)1993年建塔楼  -  ,1人关注 / 共0次带看 / 1个月以前发布,
172万,单价25711元/平米,华侨城 电梯高层两房 小区管理好,华侨城(番禺) , | 2室2厅 | 66.9平米 | 南 | 其他 | 有电梯,高楼层(共13层)1999年建塔楼  -  ,10人关注 / 共3次带看 / 1个月以前发布,
170万,单价19145元/平米,江南新村 3室2厅 170万,江南新村 , | 3室2厅 | 88.8平米 | 东南 | 其他 | 无电梯,高楼层(共7层)1998年建塔楼  -  ,14人关注 / 共2次带看 / 1个月以前发布,
280万,单价33251元/平米,祈福新村迎风阁 2室2厅 280万,祈福新村迎风阁 , | 2室2厅 | 84.21平米 | 东北 | 其他 | 有电梯,低楼层(共35层)2005年建塔楼  -  ,1人关注 / 共2次带看 / 1个月以前发布,
345万,单价35205元/平米,房子视野好，望湖，高楼层，保养好,祈福新村倚湖湾 , | 3室2厅 | 98平米 | 北 | 其他 | 有电梯,高楼层(共33层)2006年建塔楼  -  ,2人关注 / 共2次带看 / 1个月以前发布,
490万,单价37985元/平米,丽江花园左岸 4室2厅 490万,丽江花园左岸 , | 4室2厅 | 129平米 | 南 | 精装 | 有电梯,低楼层(共18层)2003年建塔楼  -  ,2人关注 / 共2次带看 / 1个月以前发布,
275万,单价28972元/平米,精装修，户型方正实用，通风采光好,敏建锦绣世家 , | 3室2厅 | 94.92平米 | 北 | 其他 | 有电梯,低楼层(共18层)2014年建塔楼  -  ,2人关注 / 共1次带看 / 1个月以前发布,
400万,单价37092元/平米,此房满5年，没有按揭，交易快 保养好,锦绣银湾 , | 2室2厅 | 107.84平米 | 北 | 精装 | 有电梯,中楼层(共28层)2007年建塔楼  -  ,2人关注 / 共2次带看 / 1个月以前发布,
130万,单价18585元/平米,房间方正两房，总价低，采光充足,东涌路东风大街 , | 2室1厅 | 69.95平米 | 南 | 其他,中楼层(共7层)塔楼  -  ,12人关注 / 共3次带看 / 1个月以前发布,
258万,单价23526元/平米,南向 望小区园景 采光通风都不错,水韵蓝湾南区 , | 3室2厅 | 109.67平米 | 南 | 精装 | 有电梯,低楼层(共17层)2010年建塔楼  -  ,11人关注 / 共3次带看 / 1个月以前发布,
